timestamp,open,high,low,close,volume
2024-01-02 13:00:00,101.6429,101.6449,101.5894,101.6368,1296
2024-01-02 14:00:00,101.3567,101.4017,101.3299,101.3583,9648
2024-01-02 15:00:00,100.7115,100.9294,100.6881,100.8365,3945
2024-01-02 16:00:00,100.9552,101.0011,100.8497,100.956,8507
2024-01-02 17:00:00,101.0933,101.2264,100.9971,101.0558,11242
2024-01-02 18:00:00,100.707,100.7701,100.7036,100.7626,9137
2024-01-02 19:00:00,100.5519,100.5824,100.5254,100.5563,2546
2024-01-02 20:00:00,100.5602,100.5938,100.544,100.5852,6997
2024-01-02 21:00:00,99.946,100.1126,99.9304,99.9399,12193
2024-01-02 22:00:00,100.5536,100.6018,100.5167,100.58,14595
2024-01-02 23:00:00,100.3411,100.5736,100.3268,100.5527,9967
2024-01-03 00:00:00,100.3557,100.5095,100.237,100.4359,9645
2024-01-03 01:00:00,100.5452,100.5941,100.392,100.3949,6614
2024-01-03 02:00:00,100.444,100.506,100.3902,100.4654,7396
2024-01-03 03:00:00,100.6442,100.9199,100.6311,100.7393,10416
2024-01-03 04:00:00,100.742,100.8461,100.5751,100.8309,7343
2024-01-03 05:00:00,100.8584,100.9063,100.828,100.8784,5619
2024-01-03 06:00:00,101.0307,101.0872,100.9251,100.9586,6153
2024-01-03 07:00:00,101.1772,101.225,101.1548,101.2141,1607
2024-01-03 08:00:00,101.3288,101.3465,101.0673,101.0783,1733
2024-01-03 09:00:00,101.5067,101.6326,101.4796,101.5944,5267
2024-01-03 10:00:00,101.4865,101.5799,101.4382,101.5701,4442
2024-01-03 11:00:00,101.3593,101.514,101.311,101.3876,11425
2024-01-03 12:00:00,101.2252,101.3442,101.2239,101.3328,5935
2024-01-03 13:00:00,101.5309,101.5478,101.4954,101.5207,8151
2024-01-03 14:00:00,102.0507,102.0682,101.815,102.0617,10080
2024-01-03 15:00:00,102.0997,102.1439,101.7504,101.8885,8421
2024-01-03 16:00:00,101.9455,101.9725,101.9378,101.9516,8196
2024-01-03 17:00:00,102.3103,102.3761,102.3042,102.3751,3208
2024-01-03 18:00:00,102.1069,102.1377,102.0842,102.1327,6359
2024-01-03 19:00:00,102.5424,102.5721,102.5406,102.5444,5883
2024-01-03 20:00:00,102.1944,102.3173,102.1833,102.2541,1498
2024-01-03 21:00:00,101.4464,101.6887,101.4354,101.6696,10962
2024-01-03 22:00:00,101.8661,101.8669,101.6869,101.8123,5448
2024-01-03 23:00:00,101.4402,101.4821,101.3718,101.4024,10028
2024-01-04 00:00:00,100.8826,100.8859,100.7563,100.8841,13196
2024-01-04 01:00:00,101.0352,101.078,100.8484,101.0056,2023
2024-01-04 02:00:00,100.7879,100.9201,100.776,100.9024,8670
2024-01-04 03:00:00,101.0241,101.0262,100.8599,100.8849,8889
2024-01-04 04:00:00,101.0066,101.0261,100.9895,101.0047,1535
2024-01-04 05:00:00,101.0865,101.1435,100.9156,101.1237,8931
2024-01-04 06:00:00,101.0345,101.0423,100.8716,100.9751,7405
2024-01-04 07:00:00,100.8975,100.9774,100.8936,100.9161,1293
2024-01-04 08:00:00,101.3733,101.4321,101.3008,101.3744,13106
2024-01-04 09:00:00,101.3976,101.4902,101.3121,101.387,2313
2024-01-04 10:00:00,101.8663,101.998,101.8643,101.9112,10526
2024-01-04 11:00:00,101.6292,101.8953,101.6025,101.8152,5761
2024-01-04 12:00:00,102.0837,102.0937,102.0606,102.0869,1440
2024-01-04 13:00:00,101.4558,101.5169,101.4346,101.4724,13912
2024-01-04 14:00:00,100.7749,100.9048,100.7642,100.7823,13446
2024-01-04 15:00:00,101.1839,101.2836,100.9536,101.013,11438
2024-01-04 16:00:00,101.0322,101.1907,100.9945,101.0025,6191
2024-01-04 17:00:00,101.1303,101.3834,101.122,101.2654,8540
2024-01-04 18:00:00,101.482,101.5275,101.4604,101.4666,8927
2024-01-04 19:00:00,101.3188,101.3305,101.238,101.3232,5736
2024-01-04 20:00:00,101.3946,101.4008,101.3198,101.3389,9715
2024-01-04 21:00:00,101.4122,101.6056,101.3993,101.4298,6747
2024-01-04 22:00:00,101.6898,101.7406,101.6563,101.6652,8532
2024-01-04 23:00:00,101.9741,101.9903,101.9663,101.9714,11007
2024-01-05 00:00:00,101.4964,101.5328,101.4763,101.5129,10691
2024-01-05 01:00:00,101.0443,101.1314,100.7895,100.9371,12463
2024-01-05 02:00:00,100.4614,100.5648,100.428,100.4962,6915
2024-01-05 03:00:00,100.6706,100.7673,100.5784,100.7392,5661
2024-01-05 04:00:00,100.5203,100.5257,100.2195,100.2538,10463
2024-01-05 05:00:00,100.6648,100.7592,100.6643,100.7569,4286
2024-01-05 06:00:00,100.9372,100.9823,100.8962,100.9684,9294
2024-01-05 07:00:00,101.4481,101.5175,101.3698,101.4743,4305
2024-01-05 08:00:00,101.6279,101.6851,101.5943,101.6356,1547
2024-01-05 09:00:00,101.1847,101.3041,101.1439,101.2531,5647
2024-01-05 10:00:00,101.085,101.294,101.0601,101.2591,1249
2024-01-05 11:00:00,101.4015,101.4022,101.3183,101.3355,10452
2024-01-05 12:00:00,101.2671,101.3825,101.2483,101.355,7660
2024-01-05 13:00:00,101.4189,101.5008,101.4002,101.4239,1163
2024-01-05 14:00:00,100.853,100.8647,100.8011,100.829,12798
2024-01-05 15:00:00,101.237,101.2937,101.069,101.182,4728
2024-01-05 16:00:00,100.7521,100.9355,100.6976,100.8267,12468
2024-01-05 17:00:00,100.7648,100.814,100.74,100.7503,6905
2024-01-05 18:00:00,101.0017,101.2118,100.9641,101.0413,2308
2024-01-05 19:00:00,101.0736,101.0961,101.0175,101.0563,3086
2024-01-05 20:00:00,101.3919,101.408,101.3289,101.3408,4357
2024-01-05 21:00:00,101.1231,101.1934,100.9975,101.1334,2253
2024-01-05 22:00:00,100.8552,101.0193,100.7142,101.0032,4131
2024-01-05 23:00:00,101.3167,101.3364,101.2646,101.3071,11501
2024-01-06 00:00:00,101.7921,101.8617,101.7795,101.8269,10438
2024-01-06 01:00:00,102.0792,102.0933,101.8788,102.0773,3146
2024-01-06 02:00:00,102.6029,102.6788,102.5647,102.6563,8761
2024-01-06 03:00:00,102.6228,102.6926,102.5734,102.6763,9203
2024-01-06 04:00:00,102.2655,102.3948,102.228,102.3035,2927
2024-01-06 05:00:00,102.6371,102.7163,102.5801,102.7047,10564
2024-01-06 06:00:00,102.5493,102.6277,102.4659,102.6238,5211
2024-01-06 07:00:00,102.271,102.3998,102.259,102.3994,8925
2024-01-06 08:00:00,102.1688,102.2195,101.9662,102.0547,4686
2024-01-06 09:00:00,101.533,101.8821,101.5085,101.7982,11271
2024-01-06 10:00:00,101.0249,101.2249,100.9804,101.1911,13676
2024-01-06 11:00:00,101.2263,101.2445,101.0674,101.1607,1117
2024-01-06 12:00:00,101.3026,101.3705,101.2832,101.3034,10757
2024-01-06 13:00:00,101.3005,101.3196,101.2964,101.3115,4123
2024-01-06 14:00:00,101.5838,101.5963,101.5317,101.5939,8078
2024-01-06 15:00:00,101.5461,101.6679,101.4955,101.65,7326
2024-01-06 16:00:00,101.9468,101.98,101.8679,101.97,10507
2024-01-06 17:00:00,102.1199,102.2503,102.0401,102.1642,6686
2024-01-06 18:00:00,102.0986,102.1219,101.9543,101.9911,2632
2024-01-06 19:00:00,102.4078,102.4283,102.3257,102.3694,5460
2024-01-06 20:00:00,102.6837,102.7545,102.6639,102.7224,4982
2024-01-06 21:00:00,103.112,103.1433,103.1055,103.1158,1487
2024-01-06 22:00:00,103.1884,103.3155,103.1793,103.2345,8447
2024-01-06 23:00:00,103.4564,103.5584,103.4552,103.4694,11864
2024-01-07 00:00:00,103.7428,103.8282,103.6593,103.7561,4825
2024-01-07 01:00:00,103.4655,103.5791,103.3826,103.4521,8943
2024-01-07 02:00:00,103.2817,103.3847,103.216,103.2647,9263
2024-01-07 03:00:00,103.5038,103.5305,103.4619,103.527,5859
2024-01-07 04:00:00,103.5427,103.6475,103.5393,103.5677,3086
2024-01-07 05:00:00,103.8178,103.8199,103.7713,103.7788,1338
2024-01-07 06:00:00,103.3285,103.3711,103.2267,103.3131,12950
2024-01-07 07:00:00,102.9738,103.0063,102.9,102.9289,10954
2024-01-07 08:00:00,102.9012,102.9663,102.8302,102.842,9921
2024-01-07 09:00:00,103.1473,103.1965,102.9925,103.1402,9907
2024-01-07 10:00:00,103.1015,103.1042,102.8817,103.0918,10009
2024-01-07 11:00:00,103.0477,103.0478,102.982,103.0186,4164
2024-01-07 12:00:00,102.915,102.9305,102.8182,102.913,6643
2024-01-07 13:00:00,103.1072,103.1984,102.9377,103.0328,4203
2024-01-07 14:00:00,102.7934,102.9017,102.7435,102.8288,7739
2024-01-07 15:00:00,102.8324,102.9343,102.7219,102.8125,9848
2024-01-07 16:00:00,102.8081,102.8713,102.8033,102.804,3213
2024-01-07 17:00:00,102.7833,102.898,102.59,102.8591,5484
2024-01-07 18:00:00,102.6259,102.872,102.6251,102.7405,9955
2024-01-07 19:00:00,102.7879,102.95,102.7385,102.7474,10308
2024-01-07 20:00:00,102.8359,102.9007,102.7432,102.8979,8788
2024-01-07 21:00:00,102.9483,102.9771,102.9025,102.915,7744
2024-01-07 22:00:00,103.1439,103.2301,103.1321,103.1367,2220
2024-01-07 23:00:00,103.1499,103.1767,103.0552,103.0977,3022
2024-01-08 00:00:00,102.8016,102.9518,102.6356,102.7179,4203
2024-01-08 01:00:00,102.9097,103.0704,102.8804,103.0354,6421
2024-01-08 02:00:00,102.9045,103.1913,102.8757,103.1526,8874
2024-01-08 03:00:00,103.1913,103.3832,103.1824,103.3536,2578
2024-01-08 04:00:00,103.289,103.2925,103.1998,103.2099,11533
2024-01-08 05:00:00,103.2808,103.4637,103.0151,103.385,2841
2024-01-08 06:00:00,103.2969,103.4168,103.1664,103.3838,3455
2024-01-08 07:00:00,103.3707,103.4122,103.275,103.3683,5894
2024-01-08 08:00:00,103.0747,103.2425,103.0738,103.2121,5412
2024-01-08 09:00:00,103.1911,103.3372,103.1401,103.1782,2147
2024-01-08 10:00:00,103.0108,103.0385,102.9998,103.0005,7293
2024-01-08 11:00:00,103.0591,103.0733,103.0347,103.0707,6325
2024-01-08 12:00:00,103.0055,103.035,102.9338,102.9817,9920
2024-01-08 13:00:00,102.94,102.948,102.8854,102.9463,10264
2024-01-08 14:00:00,103.0655,103.3013,103.049,103.2563,5737
2024-01-08 15:00:00,103.4363,103.4589,103.3291,103.3678,3437
2024-01-08 16:00:00,103.5462,103.5556,103.3647,103.3935,2079
2024-01-08 17:00:00,103.6238,103.6518,103.5743,103.6051,7539
2024-01-08 18:00:00,103.7143,103.8065,103.7113,103.7733,7285
2024-01-08 19:00:00,103.5924,103.9561,103.5235,103.6116,5080
2024-01-08 20:00:00,103.8385,103.8843,103.7616,103.7777,10971
2024-01-08 21:00:00,103.7686,103.9245,103.7684,103.8618,3147
2024-01-08 22:00:00,103.7086,103.7544,103.6448,103.6743,7620
2024-01-08 23:00:00,103.7304,103.7601,103.7252,103.7414,2406
2024-01-09 00:00:00,103.838,103.9873,103.8125,103.8305,4834
2024-01-09 01:00:00,103.9921,104.0383,103.9174,104.0023,11122
2024-01-09 02:00:00,104.0491,104.1374,104.0072,104.1345,1108
2024-01-09 03:00:00,104.1813,104.3157,104.1477,104.1759,3330
2024-01-09 04:00:00,104.4782,104.5081,104.4054,104.4949,5226
2024-01-09 05:00:00,104.2903,104.3885,104.198,104.3239,1296
2024-01-09 06:00:00,104.4268,104.5393,104.3017,104.4755,9622
2024-01-09 07:00:00,104.4905,104.5057,104.3871,104.4131,4997
2024-01-09 08:00:00,104.6465,104.6855,104.6447,104.6513,9804
2024-01-09 09:00:00,104.825,104.9454,104.6823,104.8121,11311
2024-01-09 10:00:00,104.7382,104.7754,104.639,104.7403,10095
2024-01-09 11:00:00,104.8416,104.8937,104.6693,104.7826,2723
2024-01-09 12:00:00,105.1051,105.1255,105.0735,105.1046,3156
2024-01-09 13:00:00,104.9928,105.1385,104.902,105.0122,4097
2024-01-09 14:00:00,105.1303,105.222,104.9724,105.0655,1097
2024-01-09 15:00:00,104.9693,105.002,104.9375,104.9534,3095
2024-01-09 16:00:00,105.2619,105.353,105.0911,105.1728,10932
2024-01-09 17:00:00,105.1445,105.2902,105.0742,105.2413,8384
2024-01-09 18:00:00,105.0157,105.0583,104.8096,104.9168,8046
2024-01-09 19:00:00,105.0205,105.2262,104.9792,105.0206,4347
2024-01-09 20:00:00,104.9297,105.0132,104.7299,104.8564,2803
2024-01-09 21:00:00,104.8843,104.9479,104.8763,104.8956,2023
2024-01-09 22:00:00,104.9574,105.0138,104.9314,104.9732,2424
2024-01-09 23:00:00,104.9641,105.1005,104.8382,105.0181,1125
2024-01-10 00:00:00,105.0501,105.0799,105.0184,105.0485,8795
2024-01-10 01:00:00,105.1694,105.275,105.1533,105.1708,3338
2024-01-10 02:00:00,105.3276,105.3508,105.1743,105.2056,6694
2024-01-10 03:00:00,105.4495,105.4769,105.4225,105.4561,5710
2024-01-10 04:00:00,105.5583,105.5643,105.4899,105.5346,4318
2024-01-10 05:00:00,105.3968,105.5793,105.2992,105.3438,1735
2024-01-10 06:00:00,105.6193,105.6357,105.5731,105.6281,4641
2024-01-10 07:00:00,105.8505,105.8996,105.6439,105.8388,2311
2024-01-10 08:00:00,105.8402,105.9093,105.7124,105.777,8964
2024-01-10 09:00:00,105.8199,105.914,105.6049,105.725,7146
2024-01-10 10:00:00,106.0279,106.1394,105.8694,105.9149,9058
2024-01-10 11:00:00,105.7856,105.9788,105.6674,105.9362,3878
2024-01-10 12:00:00,105.9633,106.0487,105.9077,105.9851,7696
2024-01-10 13:00:00,105.7786,105.7836,105.7154,105.7195,1319
2024-01-10 14:00:00,105.565,105.7142,105.5056,105.5697,8434
2024-01-10 15:00:00,105.611,105.9414,105.5785,105.8389,7806
2024-01-10 16:00:00,105.7001,105.8383,105.6422,105.7978,9794
2024-01-10 17:00:00,105.8391,105.9091,105.7534,105.7602,7711
2024-01-10 18:00:00,105.8815,105.9372,105.8665,105.9097,7615
2024-01-10 19:00:00,106.0334,106.0784,105.8732,105.9296,8036
2024-01-10 20:00:00,105.9615,106.0948,105.938,106.0045,1556
2024-01-10 21:00:00,106.0305,106.0883,105.9638,105.9861,4141
2024-01-10 22:00:00,106.1852,106.3896,106.0539,106.2535,9511
2024-01-10 23:00:00,106.251,106.2992,106.1795,106.2604,8041
2024-01-11 00:00:00,106.4186,106.4817,106.3321,106.3731,6740
2024-01-11 01:00:00,106.3092,106.4003,106.175,106.2654,6776
2024-01-11 02:00:00,106.2571,106.3817,106.248,106.355,4881
2024-01-11 03:00:00,106.225,106.3187,106.0884,106.2451,9619
2024-01-11 04:00:00,106.1322,106.1873,105.9828,106.0779,1847
2024-01-11 05:00:00,106.2771,106.3327,106.2653,106.3118,1453
2024-01-11 06:00:00,105.9162,106.3044,105.8633,106.293,8182
2024-01-11 07:00:00,106.0568,106.0711,105.9806,106.0278,5263
2024-01-11 08:00:00,106.1801,106.2316,106.1271,106.1438,5150
2024-01-11 09:00:00,106.2574,106.3063,106.232,106.2603,4236
2024-01-11 10:00:00,106.2752,106.3666,106.2012,106.3006,5487
2024-01-11 11:00:00,106.1229,106.1671,106.0632,106.1221,10960
2024-01-11 12:00:00,106.1311,106.1453,106.0373,106.1243,8818
2024-01-11 13:00:00,106.0452,106.1268,106.0281,106.0967,8582
2024-01-11 14:00:00,106.1323,106.1381,106.0961,106.1348,6977
2024-01-11 15:00:00,106.196,106.2032,106.0495,106.1764,6953
2024-01-11 16:00:00,106.1032,106.1041,106.0782,106.0894,10322
2024-01-11 17:00:00,106.1558,106.4578,106.1201,106.3365,3066
2024-01-11 18:00:00,106.1158,106.1871,106.0233,106.0547,7568
2024-01-11 19:00:00,105.9994,106.0002,105.9488,105.9611,7529
2024-01-11 20:00:00,105.9398,105.9965,105.8479,105.942,7164
2024-01-11 21:00:00,105.7282,105.8476,105.6754,105.7829,6062
2024-01-11 22:00:00,105.6745,105.7033,105.6676,105.6807,2838
2024-01-11 23:00:00,105.8432,105.8492,105.6832,105.7245,9950
2024-01-12 00:00:00,105.8364,106.0196,105.7935,105.9335,8556
2024-01-12 01:00:00,105.9995,106.1263,105.968,105.9782,1833
2024-01-12 02:00:00,105.9332,105.966,105.7551,105.7757,9969
2024-01-12 03:00:00,106.2657,106.3053,106.096,106.2245,5615
2024-01-12 04:00:00,106.296,106.3078,106.246,106.2507,8699
2024-01-12 05:00:00,106.3253,106.3309,106.3054,106.3264,1818
2024-01-12 06:00:00,106.3735,106.4473,106.2941,106.3171,8391
2024-01-12 07:00:00,106.3839,106.6031,106.3744,106.3937,4567
2024-01-12 08:00:00,106.3697,106.4243,106.182,106.3422,10695
2024-01-12 09:00:00,106.089,106.2375,106.0354,106.0397,8744
2024-01-12 10:00:00,106.0984,106.3376,106.0653,106.2328,10350
2024-01-12 11:00:00,106.1624,106.2354,106.1277,106.1412,7405
2024-01-12 12:00:00,106.1378,106.1737,105.983,106.1082,9822
2024-01-12 13:00:00,106.2401,106.3084,106.199,106.2592,8703
2024-01-12 14:00:00,106.1802,106.2322,106.1291,106.1304,6752
2024-01-12 15:00:00,106.2348,106.2465,106.1987,106.2207,1395
2024-01-12 16:00:00,106.3538,106.4396,106.251,106.4367,9003
2024-01-12 17:00:00,106.4612,106.4815,106.3697,106.3936,5452
2024-01-12 18:00:00,106.4131,106.4791,106.2219,106.3793,2802
2024-01-12 19:00:00,106.4675,106.5003,106.2414,106.4061,8851
2024-01-12 20:00:00,106.1111,106.1539,105.9883,106.1342,8198
2024-01-12 21:00:00,106.1699,106.1924,106.0799,106.1028,4238
2024-01-12 22:00:00,106.212,106.3534,106.1271,106.249,4432
2024-01-12 23:00:00,106.3659,106.5975,106.3254,106.4086,9574
2024-01-13 00:00:00,106.7238,106.7644,106.6977,106.7252,3814
2024-01-13 01:00:00,106.8648,106.9175,106.8314,106.8661,4076
2024-01-13 02:00:00,107.1712,107.1808,107.1485,107.1502,1483
2024-01-13 03:00:00,106.9622,107.2939,106.9544,107.0638,4595
2024-01-13 04:00:00,107.2989,107.3816,107.2103,107.2857,7617
2024-01-13 05:00:00,107.2546,107.5076,107.23,107.2913,4230
2024-01-13 06:00:00,107.4718,107.6145,107.4418,107.5519,1827
2024-01-13 07:00:00,107.725,107.7639,107.698,107.7533,10875
2024-01-13 08:00:00,107.837,107.9304,107.7046,107.8621,9661
2024-01-13 09:00:00,108.0815,108.1192,108.0683,108.0901,11522
2024-01-13 10:00:00,108.0774,108.237,108.0528,108.0677,9206
2024-01-13 11:00:00,107.8731,107.9614,107.635,107.8849,2505
2024-01-13 12:00:00,107.4964,107.5014,107.3866,107.3945,6686
2024-01-13 13:00:00,107.6533,107.8049,107.6036,107.786,1981
2024-01-13 14:00:00,107.6041,107.7149,107.5635,107.5872,6413
2024-01-13 15:00:00,107.6723,107.9048,107.5487,107.8691,1740
2024-01-13 16:00:00,107.6215,107.7021,107.6171,107.6527,7616
2024-01-13 17:00:00,107.6213,107.7982,107.5776,107.7023,2992
2024-01-13 18:00:00,107.7559,107.7885,107.6856,107.7417,1661
2024-01-13 19:00:00,107.6757,107.7884,107.6675,107.7531,5791
2024-01-13 20:00:00,107.4588,107.5316,107.4469,107.5031,5173
2024-01-13 21:00:00,107.7385,107.8832,107.6793,107.8398,7815
2024-01-13 22:00:00,107.6363,107.8181,107.6005,107.6724,7008
2024-01-13 23:00:00,107.531,107.5385,107.4766,107.5305,9868
2024-01-14 00:00:00,107.5733,107.5742,107.5642,107.5696,3478
2024-01-14 01:00:00,107.4264,107.4465,107.3336,107.3766,8993
2024-01-14 02:00:00,107.0212,107.0432,106.9829,107.031,7720
2024-01-14 03:00:00,107.4318,107.6132,107.2029,107.271,7582
2024-01-14 04:00:00,107.2054,107.2869,107.1412,107.2309,7378
2024-01-14 05:00:00,107.3343,107.3573,107.3109,107.3558,10614
2024-01-14 06:00:00,107.1047,107.105,107.0018,107.1029,11514
2024-01-14 07:00:00,107.2923,107.4055,107.2807,107.2844,11002
2024-01-14 08:00:00,107.4317,107.4451,107.3708,107.411,8890
2024-01-14 09:00:00,107.3967,107.48,107.326,107.3811,1688
2024-01-14 10:00:00,107.031,107.1606,107.0165,107.0511,3302
2024-01-14 11:00:00,107.2016,107.2597,107.1878,107.232,3718
2024-01-14 12:00:00,107.0044,107.0074,106.8634,106.9547,13230
2024-01-14 13:00:00,107.158,107.2158,107.1315,107.1318,3757
2024-01-14 14:00:00,107.3649,107.3825,107.2505,107.2789,9225
2024-01-14 15:00:00,107.2653,107.2857,107.0742,107.1234,1580
2024-01-14 16:00:00,107.348,107.4016,107.2386,107.33,5341
2024-01-14 17:00:00,107.1412,107.389,107.0685,107.1908,7039
2024-01-14 18:00:00,107.1947,107.3471,107.1904,107.3418,5896
2024-01-14 19:00:00,107.1535,107.1649,107.0379,107.1336,9521
2024-01-14 20:00:00,107.4868,107.5897,107.3077,107.4345,2385
2024-01-14 21:00:00,108.0762,108.1184,107.8779,107.8957,1588
2024-01-14 22:00:00,107.9817,108.1403,107.9456,107.961,3877
2024-01-14 23:00:00,108.071,108.1512,108.0107,108.0483,2615
2024-01-15 00:00:00,107.8693,107.9059,107.8646,107.8684,5328
2024-01-15 01:00:00,108.2396,108.3273,108.1942,108.2161,1800
2024-01-15 02:00:00,108.5306,108.7754,108.4544,108.6188,2468
2024-01-15 03:00:00,108.7568,108.8574,108.568,108.8431,2581
2024-01-15 04:00:00,108.9171,108.9248,108.8547,108.8549,8376
2024-01-15 05:00:00,108.5019,108.5624,108.492,108.5115,11990
2024-01-15 06:00:00,108.1967,108.3852,108.0441,108.2059,9262
2024-01-15 07:00:00,108.7281,108.751,108.728,108.733,8910
2024-01-15 08:00:00,108.4065,108.6746,108.3315,108.4677,8314
2024-01-15 09:00:00,108.2276,108.2679,108.1626,108.1746,5314
2024-01-15 10:00:00,108.3344,108.3425,108.2281,108.247,9648
2024-01-15 11:00:00,108.1233,108.1546,108.0452,108.1117,4989
2024-01-15 12:00:00,108.2798,108.4658,108.2719,108.4409,6406
2024-01-15 13:00:00,108.565,108.6261,108.445,108.4617,3156
2024-01-15 14:00:00,108.9614,108.9976,108.8883,108.9625,4898
2024-01-15 15:00:00,108.8544,108.9165,108.7917,108.809,8959
2024-01-15 16:00:00,108.7492,108.8336,108.6542,108.8029,8068
2024-01-15 17:00:00,109.0044,109.0797,108.9187,108.991,10793
2024-01-15 18:00:00,109.2276,109.2722,109.1885,109.2569,10261
2024-01-15 19:00:00,109.4003,109.4824,109.3383,109.4353,11142
2024-01-15 20:00:00,109.6722,109.7764,109.6072,109.6834,5526
2024-01-15 21:00:00,109.8421,109.9128,109.809,109.8694,2406
2024-01-15 22:00:00,110.1926,110.3317,110.0873,110.1222,7597
2024-01-15 23:00:00,110.0334,110.183,110.0295,110.1287,3368
2024-01-16 00:00:00,110.2345,110.3524,110.0715,110.2287,2295
2024-01-16 01:00:00,110.2549,110.3249,110.1889,110.1926,1480
2024-01-16 02:00:00,109.8933,109.8951,109.8718,109.8814,4363
2024-01-16 03:00:00,109.7137,109.8587,109.6547,109.8383,3328
2024-01-16 04:00:00,109.5439,109.5462,109.1002,109.3434,14017
2024-01-16 05:00:00,108.9515,109.1691,108.8393,109.0178,5730
2024-01-16 06:00:00,109.974,110.0152,109.7602,109.851,4264
2024-01-16 07:00:00,109.6159,109.6923,109.5371,109.6422,11382
2024-01-16 08:00:00,109.7845,109.7846,109.6142,109.6399,7989
2024-01-16 09:00:00,109.2593,109.3861,109.0519,109.1191,4805
2024-01-16 10:00:00,109.3043,109.3125,109.0839,109.2918,9590
2024-01-16 11:00:00,109.103,109.3861,109.0918,109.3113,1570
2024-01-16 12:00:00,109.4067,109.4098,109.3093,109.4047,6000
2024-01-16 13:00:00,109.344,109.3501,109.3059,109.3319,9076
2024-01-16 14:00:00,110.3897,110.5229,110.1852,110.4954,14888
2024-01-16 15:00:00,111.1217,111.1244,110.9824,111.0403,4642
2024-01-16 16:00:00,111.685,111.6858,111.4849,111.4969,11649
2024-01-16 17:00:00,112.0619,112.0783,111.9249,111.9344,9047
2024-01-16 18:00:00,112.0717,112.4673,112.064,112.2563,5169
2024-01-16 19:00:00,112.3391,112.4468,112.1439,112.3922,4979
2024-01-16 20:00:00,112.3766,112.4529,112.2452,112.2596,5532
2024-01-16 21:00:00,112.1634,112.2229,112.0486,112.1822,5279
2024-01-16 22:00:00,111.8052,111.9545,111.7471,111.8897,3588
2024-01-16 23:00:00,111.628,111.7014,111.6188,111.6855,7779
2024-01-17 00:00:00,111.8029,111.8917,111.7878,111.8616,3946
2024-01-17 01:00:00,111.1835,111.2864,111.141,111.1631,9961
2024-01-17 02:00:00,111.1389,111.2257,110.9841,111.2207,2785
2024-01-17 03:00:00,111.1012,111.149,110.9502,110.9875,1236
2024-01-17 04:00:00,109.9089,110.1116,109.8932,110.0423,14439
2024-01-17 05:00:00,110.4362,110.5775,110.3785,110.4906,4512
2024-01-17 06:00:00,110.6291,110.6714,110.6123,110.6202,8904
2024-01-17 07:00:00,109.8972,110.111,109.8972,110.0065,4319
